LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content,EventId,EventTemplate
1275,-,1124738119,2005.08.22,R16-M0-N4-I:J18-U11,2005-08-22-12.15.19.318427,R16-M0-N4-I:J18-U11,RAS,KERNEL,INFO,ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,E34,ciod: generated <*> core files for program <*>
1767,-,1132549487,2005.11.20,R06-M1-N8-I:J18-U01,2005-11-20-21.04.47.799840,R06-M1-N8-I:J18-U01,RAS,KERNEL,INFO,ciod: generated 128 core files for program /g/g90/glosli/src/ddcMD/ddcMD1.1.18a/bin/ddcMDbglV,E34,ciod: generated <*> core files for program <*>
1867,-,1133454588,2005.12.01,R06-M0-N2-C:J09-U01,2005-12-01-08.29.48.814199,R06-M0-N2-C:J09-U01,RAS,KERNEL,INFO,"10714 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. 0 critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
497,-,1120173883,2005.06.30,R36-M1-N4-I:J18-U01,2005-06-30-16.24.43.164196,R36-M1-N4-I:J18-U01,RAS,APP,FATAL,ciod: Error creating node map from file /p/gb2/welcome3/32k_128x256x1_8x4x4.map: Bad file descriptor,E21,ciod: Error creating node map from file <*>: Bad file descriptor
1824,-,1133448074,2005.12.01,R56-M0-NA-C:J12-U11,2005-12-01-06.41.14.286536,R56-M0-NA-C:J12-U11,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.
764,-,1120968439,2005.07.09,R25-M1-NF-C:J10-U11,2005-07-09-21.07.19.074851,R25-M1-NF-C:J10-U11,RAS,KERNEL,INFO,generating core.21145,E67,generating core.<*>
124,KERNDTLB,1118543085,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-19.24.45.991034,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt,E55,data TLB error interrupt
861,-,1121256367,2005.07.13,R20-M1-NA-C:J04-U11,2005-07-13-05.06.07.030871,R20-M1-NA-C:J04-U11,RAS,KERNEL,INFO,generating core.4159,E67,generating core.<*>
1530,-,1131036240,2005.11.03,R06-M0-NC-I:J18-U11,2005-11-03-08.44.00.733074,R06-M0-NC-I:J18-U11,RAS,APP,FATAL,"ciod: Error loading /home.old/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDGbglV: invalid or missing program image, No such file or directory",E28,"ciod: Error loading <*>: invalid or missing program image, No such file or directory"
1433,-,1127243510,2005.09.20,,2005-09-20-12.11.50.889778,,RAS,MMCS,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",E74,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)"
1534,-,1131057860,2005.11.03,R61-M0-N3-C:J12-U11,2005-11-03-14.44.20.274649,R61-M0-N3-C:J12-U11,RAS,KERNEL,INFO,640404 floating point alignment exceptions,E4,<*> floating point alignment exceptions
349,-,1119103692,2005.06.18,R16-M1-N2-C:J17-U01,2005-06-18-07.08.12.026766,R16-M1-N2-C:J17-U01,RAS,KERNEL,INFO,"CE sym 2, at 0x0b85f680, mask 0x0e",E18,"CE sym <*>, at <*>, mask <*>"
100,-,1118354070,2005.06.09,R25-M1-N8-C:J05-U11,2005-06-09-14.54.30.103580,R25-M1-N8-C:J05-U11,RAS,KERNEL,INFO,generating core.1887,E67,generating core.<*>
674,-,1120935133,2005.07.09,R05-M0-N6-C:J09-U01,2005-07-09-11.52.13.812405,R05-M0-N6-C:J09-U01,RAS,KERNEL,INFO,generating core.8646,E67,generating core.<*>
1177,-,1122430675,2005.07.26,R21-M1-N2-C:J12-U11,2005-07-26-19.17.55.987174,R21-M1-N2-C:J12-U11,RAS,KERNEL,INFO,generating core.45245,E67,generating core.<*>
415,-,1119725071,2005.06.25,R04-M0-N1-C:J03-U01,2005-06-25-11.44.31.893401,R04-M0-N1-C:J03-U01,RAS,KERNEL,INFO,generating core.7619,E67,generating core.<*>
1931,-,1133475318,2005.12.01,R20-M1-NB-C:J09-U01,2005-12-01-14.15.18.446368,R20-M1-NB-C:J09-U01,RAS,KERNEL,INFO,"CE sym 9, at 0x0021d9c0, mask 0x20",E18,"CE sym <*>, at <*>, mask <*>"
1002,-,1121598603,2005.07.17,R13-M1-ND-C:J13-U11,2005-07-17-04.10.03.965790,R13-M1-ND-C:J13-U11,RAS,KERNEL,INFO,generating core.11113,E67,generating core.<*>
377,-,1119479317,2005.06.22,R21-M1-N1-C:J08-U11,2005-06-22-15.28.37.811949,R21-M1-N1-C:J08-U11,RAS,KERNEL,INFO,2576000 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
968,-,1121495479,2005.07.15,R24-M0-N2-C:J15-U01,2005-07-15-23.31.19.487402,R24-M0-N2-C:J15-U01,RAS,KERNEL,INFO,generating core.62940,E67,generating core.<*>
650,-,1120932594,2005.07.09,R01-M1-N9-C:J14-U01,2005-07-09-11.09.54.062141,R01-M1-N9-C:J14-U01,RAS,KERNEL,INFO,generating core.56320,E67,generating core.<*>
433,-,1119802781,2005.06.26,R07-M1-N0-C:J15-U11,2005-06-26-09.19.41.368208,R07-M1-N0-C:J15-U11,RAS,KERNEL,INFO,program interrupt,E98,program interrupt
1272,-,1124722015,2005.08.22,R24-M1-N4-I:J18-U11,2005-08-22-07.46.55.044922,R24-M1-N4-I:J18-U11,RAS,APP,FATAL,ciod: LOGIN chdir(/home/germann2/SPaSM_static) failed: No such file or directory,E37,ciod: LOGIN chdir(<*>) failed: No such file or directory
1942,-,1133709964,2005.12.04,R35-M1-N9-C:J14-U01,2005-12-04-07.26.04.629795,R35-M1-N9-C:J14-U01,RAS,KERNEL,INFO,"CE sym 19, at 0x057c7e00, mask 0x20",E18,"CE sym <*>, at <*>, mask <*>"
1156,-,1122256376,2005.07.24,R31-M1-NA-C:J04-U01,2005-07-24-18.52.56.307046,R31-M1-NA-C:J04-U01,RAS,KERNEL,INFO,generating core.53271,E67,generating core.<*>
818,-,1121006926,2005.07.10,R25-M0-NA-C:J13-U11,2005-07-10-07.48.46.695024,R25-M0-NA-C:J13-U11,RAS,KERNEL,INFO,generating core.10429,E67,generating core.<*>
790,-,1120969497,2005.07.09,R27-M1-ND-C:J02-U01,2005-07-09-21.24.57.796889,R27-M1-ND-C:J02-U01,RAS,KERNEL,INFO,generating core.22283,E67,generating core.<*>
932,-,1121313824,2005.07.13,R22-M0-N3-C:J17-U01,2005-07-13-21.03.44.525664,R22-M0-N3-C:J17-U01,RAS,KERNEL,INFO,generating core.14824,E67,generating core.<*>
26,-,1117977497,2005.06.05,R33-M1-NB-C:J06-U01,2005-06-05-06.18.17.802159,R33-M1-NB-C:J06-U01,RAS,KERNEL,INFO,generating core.5570,E67,generating core.<*>
862,-,1121256377,2005.07.13,R22-M1-N2-C:J08-U11,2005-07-13-05.06.17.839446,R22-M1-N2-C:J08-U11,RAS,KERNEL,INFO,generating core.5054,E67,generating core.<*>
907,-,1121311526,2005.07.13,R32-M0-N8-C:J09-U11,2005-07-13-20.25.26.300247,R32-M0-N8-C:J09-U11,RAS,KERNEL,INFO,generating core.3510,E67,generating core.<*>
139,KERNDTLB,1118549132,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-21.05.32.007991,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt,E55,data TLB error interrupt
901,-,1121311176,2005.07.13,R31-M1-NA-C:J08-U11,2005-07-13-20.19.36.355702,R31-M1-NA-C:J08-U11,RAS,KERNEL,INFO,generating core.26646,E67,generating core.<*>
278,-,1118771909,2005.06.14,R24-M1-N5-C:J09-U01,2005-06-14-10.58.29.332156,R24-M1-N5-C:J09-U01,RAS,KERNEL,FATAL,program interrupt: fp cr field .............0,E99,program interrupt: fp cr field .............<*>
46,-,1117989577,2005.06.05,R30-M0-ND-C:J07-U01,2005-06-05-09.39.37.590924,R30-M0-ND-C:J07-U01,RAS,KERNEL,INFO,generating core.786,E67,generating core.<*>
236,-,1118769649,2005.06.14,R26-M0-N5-C:J08-U01,2005-06-14-10.20.49.630306,R26-M0-N5-C:J08-U01,RAS,KERNEL,FATAL,program interrupt: illegal instruction......0,E101,program interrupt: illegal instruction......<*>
681,-,1120935590,2005.07.09,R00-M0-N8-C:J10-U11,2005-07-09-11.59.50.155121,R00-M0-N8-C:J10-U11,RAS,KERNEL,INFO,generating core.7205,E67,generating core.<*>
1967,-,1134160405,2005.12.09,R06-M0-N4-I:J18-U01,2005-12-09-12.33.25.851921,R06-M0-N4-I:J18-U01,RAS,APP,FATAL,"ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied",E26,"ciod: Error loading /<*>: invalid or missing program image, Permission denied"
1617,-,1131123526,2005.11.04,R62-M0-N1-C:J08-U11,2005-11-04-08.58.46.231312,R62-M0-N1-C:J08-U11,RAS,KERNEL,INFO,iar 00106570 dear 0245a10c,E70,iar <*> dear <*>
368,-,1119377756,2005.06.21,R21-M1-N6-C:J02-U01,2005-06-21-11.15.56.944563,R21-M1-N6-C:J02-U01,RAS,KERNEL,INFO,generating core.5287,E67,generating core.<*>
1721,-,1131579563,2005.11.09,R62-M0-N1-C:J04-U11,2005-11-09-15.39.23.829694,R62-M0-N1-C:J04-U11,RAS,KERNEL,INFO,iar 00106ba0 dear 0246de3c,E70,iar <*> dear <*>
1342,-,1125221625,2005.08.28,R44-M0-NE-C:J10-U01,2005-08-28-02.33.45.151094,R44-M0-NE-C:J10-U01,RAS,KERNEL,INFO,35050330 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
956,-,1121493886,2005.07.15,R20-M1-N2-C:J03-U11,2005-07-15-23.04.46.601583,R20-M1-N2-C:J03-U11,RAS,KERNEL,INFO,generating core.38143,E67,generating core.<*>
135,KERNDTLB,1118545623,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-20.07.03.218292,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt,E55,data TLB error interrupt
778,-,1120969149,2005.07.09,R24-M0-N7-C:J17-U11,2005-07-09-21.19.09.892450,R24-M0-N7-C:J17-U11,RAS,KERNEL,INFO,generating core.12536,E67,generating core.<*>
870,-,1121256804,2005.07.13,R23-M0-N2-C:J07-U01,2005-07-13-05.13.24.457117,R23-M0-N2-C:J07-U01,RAS,KERNEL,INFO,generating core.22494,E67,generating core.<*>
1677,-,1131142811,2005.11.04,R62-M0-NC-C:J06-U11,2005-11-04-14.20.11.135552,R62-M0-NC-C:J06-U11,RAS,KERNEL,INFO,iar 001066ac dear 025252bc,E70,iar <*> dear <*>
710,-,1120939783,2005.07.09,R20-M1-N6-C:J03-U01,2005-07-09-13.09.43.917357,R20-M1-N6-C:J03-U01,RAS,KERNEL,INFO,generating core.34015,E67,generating core.<*>
1076,-,1122132870,2005.07.23,R16-M1-N5-C:J15-U01,2005-07-23-08.34.30.223226,R16-M1-N5-C:J15-U01,RAS,KERNEL,INFO,generating core.9136,E67,generating core.<*>
821,-,1121091173,2005.07.11,R30-M0-NB-C:J09-U01,2005-07-11-07.12.53.947417,R30-M0-NB-C:J09-U01,RAS,KERNEL,INFO,"CE sym 2, at 0x0d09f1c0, mask 0x80",E18,"CE sym <*>, at <*>, mask <*>"
265,-,1118771302,2005.06.14,R27-M1-N8-C:J09-U11,2005-06-14-10.48.22.614188,R27-M1-N8-C:J09-U11,RAS,KERNEL,FATAL,debug interrupt enable............0,E57,debug interrupt enable............<*>
1619,-,1131123637,2005.11.04,R62-M0-NB-C:J09-U11,2005-11-04-09.00.37.126852,R62-M0-NB-C:J09-U11,RAS,KERNEL,INFO,iar 00106588 dear 0245a17c,E70,iar <*> dear <*>
178,-,1118710289,2005.06.13,R16-M0-N8-C:J02-U11,2005-06-13-17.51.29.224900,R16-M0-N8-C:J02-U11,RAS,KERNEL,FATAL,instruction address: 0x00004ed8,E76,instruction address: <*>
1624,-,1131125954,2005.11.04,R62-M0-N2-C:J11-U11,2005-11-04-09.39.14.407511,R62-M0-N2-C:J11-U11,RAS,KERNEL,INFO,iar 0010682c dear 0245ccfc,E70,iar <*> dear <*>
1462,-,1127592240,2005.09.24,R06-M1-N4-C:J08-U01,2005-09-24-13.04.00.023717,R06-M1-N4-C:J08-U01,RAS,KERNEL,INFO,"CE sym 21, at 0x13d38aa0, mask 0x40",E18,"CE sym <*>, at <*>, mask <*>"
1596,-,1131061732,2005.11.03,R65-M0-N8-C:J15-U01,2005-11-03-15.48.52.839931,R65-M0-N8-C:J15-U01,RAS,KERNEL,INFO,iar 00106580 dear 045e141c,E70,iar <*> dear <*>
1508,-,1129552512,2005.10.17,R02-M0-N4-C:J04-U11,2005-10-17-05.35.12.825443,R02-M0-N4-C:J04-U11,RAS,KERNEL,INFO,data cache search parity error detected. attempting to correct,E51,data cache search parity error detected. attempting to correct
1115,-,1122165233,2005.07.23,R16-M0-N9-C:J08-U11,2005-07-23-17.33.53.667330,R16-M0-N9-C:J08-U11,RAS,KERNEL,INFO,generating core.7818,E67,generating core.<*>
105,KERNDTLB,1118536959,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-17.42.39.794840,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt,E55,data TLB error interrupt
1742,-,1131692641,2005.11.10,R63-M0-N4-C:J04-U11,2005-11-10-23.04.01.480413,R63-M0-N4-C:J04-U11,RAS,KERNEL,INFO,iar 00106448 dear 0246dacc,E70,iar <*> dear <*>
1869,-,1133454594,2005.12.01,R04-M0-N6-C:J10-U01,2005-12-01-08.29.54.636421,R04-M0-N6-C:J10-U01,RAS,KERNEL,INFO,"10718 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. 0 critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt."
188,KERNSTOR,1118765328,2005.06.14,R14-M0-N2-C:J02-U01,2005-06-14-09.08.48.339582,R14-M0-N2-C:J02-U01,RAS,KERNEL,FATAL,data storage interrupt,E52,data storage interrupt
824,KERNRTSP,1121115819,2005.07.11,R04-M0-N1-C:J02-U01,2005-07-11-14.03.39.101778,R04-M0-N1-C:J02-U01,RAS,KERNEL,FATAL,rts panic! - stopping execution,E108,rts panic! - stopping execution
1220,-,1123183618,2005.08.04,R76-M1-N4,2005-08-04-12.26.58.275812,R76-M1-N4,,DISCOVERY,ERROR,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,E92,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*>.<*> volt rail is OK. The <*>.<*> volt rail is OK.
791,-,1120969508,2005.07.09,R35-M0-NE-C:J03-U11,2005-07-09-21.25.08.918888,R35-M0-NE-C:J03-U11,RAS,KERNEL,INFO,generating core.21175,E67,generating core.<*>
329,-,1118852660,2005.06.15,R02-M1-N0-C:J12-U11,2005-06-15-09.24.20.246651,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
1783,APPRES,1132609342,2005.11.21,R65-M1-NC-I:J18-U11,2005-11-21-13.42.22.905034,R65-M1-NC-I:J18-U11,RAS,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53387, Connection reset by peer",E30,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection reset by peer"
939,-,1121313970,2005.07.13,R27-M0-N1-C:J05-U01,2005-07-13-21.06.10.081119,R27-M0-N1-C:J05-U01,RAS,KERNEL,INFO,generating core.28011,E67,generating core.<*>
549,-,1120265591,2005.07.01,R30-M1-NB-C:J17-U11,2005-07-01-17.53.11.746402,R30-M1-NB-C:J17-U11,RAS,KERNEL,INFO,458720 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
1276,-,1124741118,2005.08.22,R21-M1-NC-I:J18-U01,2005-08-22-13.05.18.840938,R21-M1-NC-I:J18-U01,RAS,KERNEL,INFO,ciod: generated 128 core files for program /home/germann2/BGL-demo/SPaSM_mpi,E34,ciod: generated <*> core files for program <*>
1693,-,1131347286,2005.11.06,R63-M0-N3-C:J02-U11,2005-11-06-23.08.06.640071,R63-M0-N3-C:J02-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
431,-,1119801659,2005.06.26,R02-M1-N0-C:J12-U11,2005-06-26-09.00.59.195050,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
1766,-,1132549418,2005.11.20,R55-M1-N8-I:J18-U11,2005-11-20-21.03.38.769342,R55-M1-N8-I:J18-U11,RAS,KERNEL,INFO,ciod: generated 128 core files for program /g/g90/glosli/src/ddcMD/ddcMD1.1.18a/bin/ddcMDbglV,E34,ciod: generated <*> core files for program <*>
61,-,1118080420,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-10.53.40.701796,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
1388,-,1125797779,2005.09.03,R03-M0-N3-C:J02-U11,2005-09-03-18.36.19.663579,R03-M0-N3-C:J02-U11,RAS,KERNEL,INFO,"CE sym 33, at 0x00dbd200, mask 0x80",E18,"CE sym <*>, at <*>, mask <*>"
1626,-,1131126038,2005.11.04,R62-M0-N6-C:J10-U01,2005-11-04-09.40.38.701063,R62-M0-N6-C:J10-U01,RAS,KERNEL,INFO,iar 00106bc0 dear 0245cd7c,E70,iar <*> dear <*>
460,-,1120091427,2005.06.29,R05-M1-N3-C:J03-U11,2005-06-29-17.30.27.216695,R05-M1-N3-C:J03-U11,RAS,KERNEL,INFO,generating core.1786,E67,generating core.<*>
1507,-,1129552305,2005.10.17,R02-M0-N4-C:J04-U11,2005-10-17-05.31.45.435674,R02-M0-N4-C:J04-U11,RAS,KERNEL,INFO,data cache search parity error detected. attempting to correct,E51,data cache search parity error detected. attempting to correct
516,-,1120217052,2005.07.01,R17-M1-N7-C:J08-U01,2005-07-01-04.24.12.881758,R17-M1-N7-C:J08-U01,RAS,KERNEL,INFO,generating core.2210,E67,generating core.<*>
120,KERNDTLB,1118541965,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-19.06.05.431824,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt,E55,data TLB error interrupt
1353,-,1125222925,2005.08.28,R52-M0-N4-C:J17-U11,2005-08-28-02.55.25.760111,R52-M0-N4-C:J17-U11,RAS,KERNEL,INFO,54600944 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
716,-,1120940204,2005.07.09,R21-M1-N7-C:J07-U11,2005-07-09-13.16.44.901016,R21-M1-N7-C:J07-U11,RAS,KERNEL,INFO,generating core.42234,E67,generating core.<*>
817,-,1121006900,2005.07.10,R24-M1-N6-C:J05-U01,2005-07-10-07.48.20.756795,R24-M1-N6-C:J05-U01,RAS,KERNEL,INFO,generating core.16623,E67,generating core.<*>
370,-,1119381883,2005.06.21,R05-M1-N8-C:J13-U01,2005-06-21-12.24.43.265881,R05-M1-N8-C:J13-U01,RAS,KERNEL,INFO,"1 ddr errors(s) detected and corrected on rank 0, symbol 17, bit 1",E2,"<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>"
1806,-,1133409779,2005.11.30,R13-M1-NC-I:J18-U01,2005-11-30-20.02.59.033978,R13-M1-NC-I:J18-U01,RAS,APP,FATAL,ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory,E37,ciod: LOGIN chdir(<*>) failed: No such file or directory
66,-,1118081467,2005.06.06,R02-M1-N0-C:J12-U11,2005-06-06-11.11.07.787886,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,E77,instruction cache parity error corrected
904,-,1121311425,2005.07.13,R26-M1-N8-C:J04-U01,2005-07-13-20.23.45.306783,R26-M1-N8-C:J04-U01,RAS,KERNEL,INFO,generating core.3343,E67,generating core.<*>
1972,-,1134259774,2005.12.10,R15-M1-NE-C:J06-U01,2005-12-10-16.09.34.106950,R15-M1-NE-C:J06-U01,RAS,KERNEL,INFO,"28 ddr error(s) detected and corrected on rank 0, symbol 21 over 11562 seconds",E1,"<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds"
1685,-,1131148446,2005.11.04,R63-M0-N4-C:J02-U01,2005-11-04-15.54.06.214936,R63-M0-N4-C:J02-U01,RAS,KERNEL,INFO,441348 floating point alignment exceptions,E4,<*> floating point alignment exceptions
301,-,1118773618,2005.06.14,R25-M1-N7-C:J09-U11,2005-06-14-11.26.58.490506,R25-M1-N7-C:J09-U11,RAS,KERNEL,FATAL,instruction address space.........0,E75,instruction address space.........<*>
508,-,1120216290,2005.07.01,R21-M1-NB-C:J07-U01,2005-07-01-04.11.30.534564,R21-M1-NB-C:J07-U01,RAS,KERNEL,INFO,generating core.6698,E67,generating core.<*>
830,-,1121172311,2005.07.12,R25-M0-ND-C:J09-U01,2005-07-12-05.45.11.854624,R25-M0-ND-C:J09-U01,RAS,KERNEL,INFO,generating core.9386,E67,generating core.<*>
473,-,1120145216,2005.06.30,R26-M1-ND-C:J08-U01,2005-06-30-08.26.56.428983,R26-M1-ND-C:J08-U01,RAS,KERNEL,INFO,generating core.2586,E67,generating core.<*>
623,-,1120909906,2005.07.09,R16-M1-NC-I:J18-U11,2005-07-09-04.51.46.753675,R16-M1-NC-I:J18-U11,RAS,APP,FATAL,ciod: Error creating node map from file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-xyzt/xyzt.map: Block device required,E22,ciod: Error creating node map from file <*>: Block device required
1478,-,1128458085,2005.10.04,R23-M0-N8-C:J15-U11,2005-10-04-13.34.45.062257,R23-M0-N8-C:J15-U11,RAS,KERNEL,INFO,"CE sym 6, at 0x0148b640, mask 0x10",E18,"CE sym <*>, at <*>, mask <*>"
609,-,1120776001,2005.07.07,R26-M0-N5-C:J12-U01,2005-07-07-15.40.01.608873,R26-M0-N5-C:J12-U01,RAS,KERNEL,INFO,632431728 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
280,-,1118771928,2005.06.14,R27-M1-N4-C:J05-U11,2005-06-14-10.58.48.336960,R27-M1-N4-C:J05-U11,RAS,KERNEL,FATAL,guaranteed data cache block touch........1,E68,guaranteed data cache block touch........<*>
536,-,1120262310,2005.07.01,R32-M1-ND-C:J11-U11,2005-07-01-16.58.30.209233,R32-M1-ND-C:J11-U11,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
1426,-,1127243361,2005.09.20,,2005-09-20-12.09.21.408989,,RAS,MMCS,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",E74,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)"
1663,-,1131130552,2005.11.04,R62-M0-NC-C:J05-U01,2005-11-04-10.55.52.550384,R62-M0-NC-C:J05-U01,RAS,KERNEL,INFO,iar 00106988 dear 02f7bd6c,E70,iar <*> dear <*>
1468,-,1127960557,2005.09.28,R12-M1-N4-I:J18-U01,2005-09-28-19.22.37.311035,R12-M1-N4-I:J18-U01,RAS,KERNEL,INFO,ciod: generated 64 core files for program /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts,E34,ciod: generated <*> core files for program <*>
1042,-,1121901115,2005.07.20,R11-M1-NB-C:J15-U11,2005-07-20-16.11.55.030054,R11-M1-NB-C:J15-U11,RAS,KERNEL,INFO,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions
1250,-,1123915332,2005.08.12,R01-M0-NC-I:J18-U11,2005-08-12-23.42.12.603889,R01-M0-NC-I:J18-U11,RAS,APP,FATAL,"ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",E25,"ciod: Error loading /<*>: invalid or missing program image, Exec format error"
531,-,1120260870,2005.07.01,R20-M0-N5-C:J15-U01,2005-07-01-16.34.30.861885,R20-M0-N5-C:J15-U01,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
7,-,1117843015,2005.06.03,R21-M1-N6-C:J08-U11,2005-06-03-16.56.55.309974,R21-M1-N6-C:J08-U11,RAS,KERNEL,INFO,141 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions
809,-,1121006570,2005.07.10,R26-M1-N9-C:J02-U01,2005-07-10-07.42.50.396450,R26-M1-N9-C:J02-U01,RAS,KERNEL,INFO,generating core.3851,E67,generating core.<*>
1991,-,1135602839,2005.12.26,R61-M0-N3-C:J11-U11,2005-12-26-05.13.59.265193,R61-M0-N3-C:J11-U11,RAS,KERNEL,FATAL,Machine State Register: 0x0002f900,E86,Machine State Register: <*>
868,-,1121256778,2005.07.13,R23-M1-N2-C:J02-U01,2005-07-13-05.12.58.717336,R23-M1-N2-C:J02-U01,RAS,KERNEL,INFO,generating core.47007,E67,generating core.<*>
464,-,1120091979,2005.06.29,R04-M0-N9-C:J15-U11,2005-06-29-17.39.39.542921,R04-M0-N9-C:J15-U11,RAS,KERNEL,INFO,generating core.179,E67,generating core.<*>
1699,-,1131470027,2005.11.08,R27-M0-N0-I:J18-U11,2005-11-08-09.13.47.353261,R27-M0-N0-I:J18-U11,RAS,KERNEL,INFO,ciod: generated 128 core files for program /g/g24/germann2/BGL-demo/SPaSM_mpi,E34,ciod: generated <*> core files for program <*>
474,-,1120145227,2005.06.30,R22-M1-N3-C:J14-U01,2005-06-30-08.27.07.043050,R22-M1-N3-C:J14-U01,RAS,KERNEL,INFO,generating core.6040,E67,generating core.<*>
860,-,1121256361,2005.07.13,R37-M0-NB-C:J05-U01,2005-07-13-05.06.01.792263,R37-M0-NB-C:J05-U01,RAS,KERNEL,INFO,generating core.12883,E67,generating core.<*>
1672,-,1131141926,2005.11.04,R62-M0-NB-C:J02-U01,2005-11-04-14.05.26.394289,R62-M0-NB-C:J02-U01,RAS,KERNEL,INFO,iar 001007a8 dear 065b4cac,E70,iar <*> dear <*>
1325,-,1125084639,2005.08.26,R65-M1-NC-C:J09-U01,2005-08-26-12.30.39.328425,R65-M1-NC-C:J09-U01,RAS,KERNEL,INFO,iar 003a9260 dear 00f29b68,E70,iar <*> dear <*>
